tweet_id,text,created_at,user_id,tweet_id,label,reply,reply_text
489975398151618560,memori victim form near netherland embassi kiev roman pilipey epa,2014-07-18T03:30:12.000Z,2836421,489975398151618560,1,"489976165600202752,489979794834984960,490010211047182336,490042537038462976,490120860376645633",putin think target uki shot wrong msnbc ge geripпутин убыл её мозгrealli sad tragic lossu folk deserv level would like offer condol famili victim
544289941996326912,prime minist toni abbott statement updat,2014-12-15T00:36:49.000Z,9609632,544289941996326912,0,"544291376968790016,544322700726906880,544403327459790848",prime minist commentprime minist toni abbott statement updat
676870737932742656,plumber su car dealership truck trade end hand isi,2015-12-15T21:05:34.000Z,28785486,676870737932742656,1,"676871194323234816,676871942457188352,676874005681414144,676875586891964416,676876497194524676,676880217823121409,676880873669595136,676885012290134016,676891501234921477",lol funnidamn bad hell car dealershipunderstand peopl need call name side truck threaten common sensgrin face big eye grin face big eye grin face big eyemake u wonder dealership got loot confus faceus nato stop free flow materiel turkey sirya add belief daesh serv western interestuse tough cloglot wholesal dealer arab send back middldeck mean coca cola lorri could soon seen missil launcher mayb macdonald day breakfast truck
520244836084228096,peni spray paint million bugatti prank,2014-10-09T16:10:09.000Z,972651,520244836084228096,1,"520244841624907776,520245585153384448,520246144451248128,520246212390576128,520247129240272896,520247174714916864,520250785436012545,520253161286955008,520257916826566657,520268770171174912,520271818612310017",bugatti veyron gold digger surpris prank savedyouaclickhorribl would definit tri find press charg way nice vehiclyeah prick driver seat totalspray clean use social media reach pricelessface tongu reliev face peni spray paint million bugatti pranksub human scumboopeni spray paint million bugatti prank face scream fearpeni spray paint million bugatti prankugh peni spray paint million bugatti prankpeni spray paint million bugatti prank
538408710084001793,pregnant woman lost eye shot bean bag polic ferguson,2014-11-28T19:06:54.000Z,16630362,538408710084001793,0,"538409111218421760,538409790779969536,538414489738424320,538416773956395008,538431762108407808,538431851200020480,538432288556843008,538432374691102720,538433532868440064,538433685926600704,538436145831366656,538437309905895424,538441913335291905,538442286125023233,538443284880699392,538445277221650433,538446122319376385,538447174359851008,538448110553292800,538450810976624641,538451400225992704,538456563531649026,538457054889775105,538457976571719681,538458023832715264,538465904133423105,538466349060988928,538469452711755776,538470588604747776,538482935251218433,538483980719628288,538489689922351104,538493351553953793,538494532049182720,538496521789276160,538498143331950593,538509296993308672,538519857688772608,538520137100722176,538530248238059520,538531498107084800,538534336383823872,538537103848513536,538559211127705600,538578406825148417,538613481910857728,538616932388593664,538639248954777600,538687004729298944,538687212058345472,538742713039204352,538771426183245825,538779291257827329,538797870997315584,538839211529732096,538845510476759041,538875081146249217,538947649664077824,541507907553341440",diepharrinxchang pharrinxchangeboyz shattermirrordumb like wtf riot go lolknow drove toward shoot tire ga tank would better cours action god blesstragicban spain sever peopl lost eye even dieef bastardawpolic kkknow wont arrest attackkk kkkill without thinkvitofred sanford big dummivictim blamelmao face tear joystay insidquestion polic get away anythwould outsid hostil environ prioriti fpoor girl peopl bad may get better fold handhey im pregnant know riot still goriot lootwow smh index point index pointmayb go violent protest pregnantguess kill pig bastardfuckmother fuck land free land obama listen peoplim bet regret amidst baddiffer make dippettishouldnt riottw pregnant woman lost eye shot bean bag polic fergusonpregnant woman riot peopl firebomb build lootideot gord roit pregnet enuff said wher dcf save child dopestop blameclassactionlawsuitagainstthepolicderpitud scaleenough sens go place conflict pregnant child endangerchild endanger knowingli attend potenti volatil even pregnantfault exercis amend rightleftprobabl riotfirst place pregnant ride around lol poor thing stay boyfriendpray sister recov fastthinkn possibl fakemayb middl riot sure feel sorripregnant women riot fergusonmixtap big freez g nice sleep gang reload dmv annapoli maryland nosleepgangmayb stay home babi instead drive cop riot smhpensiv face pensiv face pensiv face fold hand fold hand flex biceppolic suck crimin badgeveryon tri come americasad shit go endguy known make peopl sad angrineed get behead moronwanna lose eyebal stayhom putbabyfirst badmommiyep shot bean bag round ex con boyfriend tri run polic offic sadpolic brutalanoth black girl care black white black slave stillprotest leav someon tell
1255794736759140352,hi everyth ok hi everyon jadi berikut merupakan sedikit informasi untuk mengetahui covid seperti yang kita tahu ini merupakan viru yang pale baru temukan dan saat ini kita tengah di masa underestim let read sparkl,2020-04-30T09:42:51.000Z,1105967782502363136,1255794736759140352,0,"1255795765433102337,1255796934624768000",stay healthi everyon iya emang terasa bosan dan jenuh tapi bersyukurlah di masa ini kita masi bisa berkumpul dengan keluarga yang di rumah aja kalo kata dokter nahla untuk yg bs rmh rmh aja untuk yang belum bisa tetap jaga jarak minim meter jgn lpa cuci tgan
672632899921833984,mass shoot obama previou presid combin,2015-12-04T04:25:54.000Z,999453985,672632899921833984,1,"672639964434194432,672642751540805632,672657184476413952,672691475054899200,672695212729237504,672715842887487488,672751127948038144,672793748779200512,672816035125325824,672864975719956482,673009716985856000,673015695093829633,674068230886027269,674069312441868288,674069367982702593,674072253450055681,674073330379587584,674074966279790593,674078348008513536,674080640212606976,674123242596990976,674189539359985664,674197028021342208,674303058906509312,674308593760477194,674476149263601665,674709771425976321,675080005240684544,675667475485335553",possibl obama race bait fool encourag shit like blameshannondivis failur drive us accord blood handracialknow injustic seldom ever seek death releas mani terorist gitmocertainli fundament transform america like potupreciev weak pantywaist lib officsure design mk ultra type question maniobama lead complet lawless peep know act lawlessli without riskclinton half w assault weapon ban yet higher reaganenabl terroristpiss craziblood transfus america likechang definit terrorist act went bush bush obama faultgraph number real hockey stickrisk wear tin foil hat bed make one wonder rise social mediapreviou presid obvious surrend terror leadwowpreach divis racial peopl see color sickpick one bush fault nra white privileg cop hurt feel fox news intoler christian gopepidem prescript anti depress less interest statforgot koch eh mayb ranalso record gun sale likepromis changinclud gang shoot otherbornobama turn usa world countri purpos feelrock tabithaglobal warmbcuz obama muslim media u stop hide dirti underwear ur elect samm tittl
1246818494995447809,symptom covid common symptom covid fever tired dri cough bodi patient may ach pain nasal congest runni nose sore throat,2020-04-05T15:14:28.000Z,3247231575,1246818494995447809,0,"1246818645327720448,1246818869098033153,1246819701893795848,1246819902805225472,1246845898019295236,1246846462274801666,1246846516750422017",peopl becom infect develop symptom feel ill older peopl underli medic problem like high blood pressur heart problem diabet like develop seriouiamnaija jcinigeria besaf follow us social media dailishin menen alamomin kamuwa da cutar mafi yawancin alamomin kamuwa da wannan cuta ta covid sune zazzabi kasala da busasshen wasu marasa lafiyar kan samu radadi jikin su mura zubar da majina kaikayin makogaro dawasu mutanen kan kamu da cutar amma ba wani alama jin wani ciwon da kuma wadanda suke da matsala ta lafiya kamar hawan jini ciwon zuciya ko sukari sun fi hadarin samun wannan ninenajeria jcinigeriascreen basic anyon travel histori place viral diseas covid also contact someon travel histori place recentnotic symptom covid importantli go hospit immedi make call directli centr diseas control ncdc toll free number free number whatsappiamnaija jcinigeria besaf follow us social media daili
1237315523773333504,covid spread peopl catch covid other diseas spread person person small droplet nose mouth spread person covid cough exhal droplet land object,2020-03-10T09:53:03.000Z,1042504202847748097,1237315523773333504,0,"1237312587806707713,1237312590704979969,1237312596715372544,1237313864372498437,1237313868826886144,1237313870856949760,1237315526420049921,1237315528458452993,1237315547676770304",implic gastroenter novel coronaviru identifi caus worldwid outbreak sever acut respiratori syndrom sar outbreak caus viru believ origin guangdong southpredominantli affect mainli china hong kong singapor subsequ outbreak spread neighbor countri asia canada unit human sever coronavirus known caus respiratori infect rangcommon cold sever diseas middl east respiratori syndrom mer sever acut respiratori syndrom sar recent discov coronaviru caus coronaviru diseas covidcovid covid infecti diseas caus recent discov new viru diseas unknown outbreak began wuhan china decembsymptom covid common symptom covid fever tired dri patient may ach pain nasal congest runni nose sore throat symptom usual mild beginpeopl becom infect develop symptom feel peopl recov diseas without need special around everi peopl get covid becom serious ill develop difficultisurfac around peopl catch covid touch object surfac touch eye nosepeopl also catch covid breath droplet person covid cough exhal import stay meter feet away personworld health organis assess ongo research way covid
525291306000846848,cartoon perfect tribut nathan cirillo ottawashoot,2014-10-23T14:23:01.000Z,16973333,525291306000846848,0,"525295595461021696,527455760490700800",cartoon perfect tribut nathan cirillo ottawashootcartoon perfect tribut nathancirillo ottawashoot ontario rt
1248595704240619523,mobil network spread covid,2020-04-10T12:56:28.000Z,69271273,1248595704240619523,0,"1248597570970058752,1248598732356169728",conspiraci covid busi partknow birth virus detriment human nutshel radiat kill
1235494521753997312,protect prevent spread diseas protect measur everyon stay awar latest inform covid outbreak avail websit nation local public health,2020-03-05T09:17:03.000Z,550303867,1235494521753997312,0,"1235492123769630720,1235492357560307713,1235492469275373569,1235493659069550592,1235493800426037248,1235494073970147328,1235494191280644096,1235494652091994112,1235494884519231488,1235495037124907008,1235495204792266752,1235495365949915137",new viru diseas unknown outbreak began wuhan china decembcommon symptom covid fever tired dri patient may ach pain nasal congest runni nose sore throat symptom usual mild beginpeopl becom infect develop symptom feel peopl recov diseas without need special around everi peopl get covid becom serious ill develop difficultipeopl also catch covid breath droplet person covid cough exhal import stay meter feet away personviru caus covid transmit air studi date suggest viru caus covid mainli transmit contact respiratori droplet rather see previou answer covid spreadcovid caught person symptom main way diseas spread respiratori droplet expel someon risk catch covid someon symptomhowev mani peopl covid experi mild particularli true earli stage therefor possibl catch covid someon exampl mild cough feelmani countri around world seen case covid sever seen author china countri succeed slow stophowev situat unpredict check regularli latest reduc chanc infect spread covid take simpl precautb regularli thoroughli clean hand alcohol base hand rub wash soap wash hand soap water use alcohol base hand rub kill virus mayc maintain least metr feet distanc anyon cough someon cough sneez spray small liquid droplet nose mouth may containc close breath droplet includ covid viru person cough
524925987239120897,soldier shot nation war memori ottawa cdnpoli hw,2014-10-22T14:11:22.000Z,74186967,524925987239120897,0,"524930594464362496,524930943971504129,524933733246574592,524938679958405120",gunfir insid canadian soldier shot nation war memori ottawa cdnpolirt soldier shot nation war memori ottawa cdnpoli hwtime get sniper take talkthought ottawa soldier shot nation war memori ottawa cdnpoli h
387030572779847680,non essenti servic shutdown someon explain essenti,2013-10-07T01:44:13.000Z,97994396,387030572779847680,1,"387030764573188097,387031234569715713,387031618206302209,387031673784659969,387032028753170432,387032040094171136,387032347549241345,387032445779849216,387032467972296704,387032644023640064,387033084035465217,387033866440962050,387034783613980672,387036566171824130,387036671494995969,387036877900877824,387036965339938817,387037854846558209,387039101456637952,387043635557969920,387064681984045056,387067896683196416,387075484011360256,387107052671082496,387115017402716160",bud agreusg actual shut michel obama let move site almost fed siteneither updat sinc one splash page let us shutdown happenwell part smoke shut piss peoplconfus fueleconomi clearli state may updat green text reason though url went littl extremyeah pull heart string wipe tear ask throw bum piss madprobabl fuel economi site differ fund car compani perhapmichel obama let move food nanni websit stillprobabl depend websit maint contract set fed contractor runmiss child alert system sound pretti fuck essentioil trump lifeone money human know rule politcome spitehousmt non essenti shutdown someon explain essenti isntquestion camp david stayexcel questionwaronchildrenseem prioriti realli fuckcome fund contract run site alreadi paid keepmention essenti militari academi play footbalsuppos simpli let decid essenti fuckwebsit cost take time shut rather let staywebsit run someon back behind curtain shut rightbandwidth electr plu mani gov site run aw cloud hourli
1236192572575485952,coronaviru outbreak answer common question updat march coronaviru novel viru name crownlik spike protrud coronaviru infect anim peopl,2020-03-07T07:30:51.000Z,1118995573875585024,1236192572575485952,0,"1236193165914370048,1236193442579046403,1236193663363035136,1236194016368250880,1236194260803825664,1236194482959396864,1236194564140158976",peopl caus rang respiratori ill common cold lung lesion contagi viru seem spread easili person person especi home hospit confinpathogen travel air envelop tini respiratori droplet produc sick person breath talk cough viru spread viru origin wuhan china sickenleast countri spread slow china pick speed europ unit symptom look symptom take two day appear includ fever coughdifficulti breath short milder case may resembl flu bad cold peopl may abl pass viru even develop keep other safe wash hand frequentimport thing along stay home sick avoid touch prepar possibl outbreak keep day suppli essenti get flu essenti household itemsupport system place elderli famili travel advis non essenti travel south korea china itali agenc warn older risk travel avoidlong take develop treatment vaccin sever drug test initi find expect vaccin stop spread still least year
407212665350942720,fast furiou cast mourn paul walker death,2013-12-01T18:20:39.000Z,972651,407212665350942720,0,"407213330672001024,407214428690460672,407216085625470976,407218908505317376,407219287217426432,407222092174589952,407224121672486912,407230421261643776,407230544758730753,407236515371028480,407241027955609601,407301553771393024",ripdevast gudnit brorip fast furiou cast mourn paul walker deathla convo avec tyres aka roman pearc ouf rt fast furiou cast mourn paul walker deathfast furiou cast mourn paul walker death rippaulwalk paulwalksad moment heard thought happi moment gone next godspeedpaulgreatrt fast furiou cast mourn paul walker deathr p w misssad
514495841600811009,iphon owner claim bend pocket,2014-09-23T19:25:42.000Z,14293310,514495841600811009,1,"514496117204353024,514496123785187328,514496191854571520,514496207025369088,514496493685055488,514496667161464832,514496695716315136,514496694495756288,514496769871601665,514496884007010305,514496911584546816,514497096557559808,514497188094042114,514497208730001408,514497230699765760,514498051671883778,514498234879074304,514498264222408704,514499121865302018,514499572874637312,514499961095217153,514500996371070976,514501269705478144,514501279570489344,514501279461429249,514501845902184448,514502694028181504,514503672081186816,514503763307274240,514505221251149824,514505252918546433,514505444241326080,514505625460817920,514506727346434048,514513628339638275,514518979067383809,514537759269486593,514541820798574592,514542967097679872,514545252665794560,514551545967697920,514553013596200960,514570576510582784,514581316378329088,514795909318991872",iphon owner claim bend pocketiphon owner claim bend pocket iphon crappltype wrong articliphon owner claim bend pocket shit beam face smile eyeiphon owner claim bend pocket cargo pant comebackiphon plu bend pocket happi see everyoniphon owner claim bend pocketcaus sit phone smart thing rt iphon owner claim bend pocketheard appl perfect ask passion followfit bumbendabl gbese iphon owner claim bend pocketbuy bigger pant grin face big eyeiphon owner claim bend pocket hilari fix one betiphon owner claim bend pocket oh reallimade carameliphon owner claim bend pocket cuidado miniiiitight ass rt iphon owner claim bend pocketiphon owner claim bend pocket ετσι υποψιαστω οτι ειναι αληθεια θα πεθανωowner claim bend pocket applwant buy one tomorrow ah never mind face tear joy face tear joy face tear joy face tear joy see evil monkey iphon owner claim bend pocketreal life claimoh dear iphon owner claim bend pocketwow bend iphon owner claim bend pocketiphon owner claim bend pocket might replac dayoh snap rt iphon owner claim bend pocketiphon owner claim bend pocketbeat world first flexibl phonewould suggest looser pant iphon owner claim bend pocketiphon owner claim bend pocket might replac unamus face pant tight afiphon say get bentta da da daaan lol ruhroh iphon owner claim bend pocketoh shit flexibl ahead curv lolusual object size pant bound littl bend justsayinjunk high price self importiphon owner claim bend pocketiphon owner claim bend pocketiphon owner claim bend pocket crazi flush faceuh bendgat iphon owner claim bend pocketiphon owner claim bend pocketactual howev brad pitt seen wear cargo pant last week mayb hope ya knowiphon owner claim bend pocket let focu batteri wifi problemiphon owner claim bend pocketiphon owner claim bend pocketknow one
1255068286141829120,plagiar new viru covid,2020-04-28T09:36:12.000Z,872043252,1255068286141829120,0,"1255126859844632577,1255131185065259008",covid got competit face tear joyleast turnitin cure viru
1239374019633217536,misconcept covid like flu anoth strain covid infecti deadli season younger individu worri,2020-03-16T02:12:47.000Z,1143578810144608256,1239374019633217536,1,"1239374025085902849,1239374026121887744,1239374026990137344,1239374030416809984,1239374031184449539,1239374032002265089,1239374032958623744,1239374033742893056,1239374034556661760,1239374035466805248",greater concern younger individu fact everyon expect reemerg covid come reemerg infecti diseas fall typic accompani mutat infecti agent enabl infectindividu young old typic virul bring point action mandat public health offici school busi worldwid accountprevent spread diseas help health profession hospit public health organ treat individu also decreas risk mutat covid would respons reemerg covid fall abl severaffect individu covid abl replic host like benefici mutat perspect viru stop spread covid crucial prevent spread later protect elderliimmunocompromis pre exist also note extend cours covid viru popul disproportion affect lower socioeconom status like return workplacresult financi need lead increas would never make claim expert topic applaud look spent live conduct research infectihowev passion particular area scienc passion educ educ gener public infecti highli encourag everyon research educ best help familieffort stop spread diseas begin individu level part global action individu today resound impact month yearurg safe think other addit refer
1254538699414609920,symptom covid covid airborn answer biggest question coronaviru pandem,2020-04-26T22:31:48.000Z,14293310,1254538699414609920,0,"1254539440975802369,1254540835049230336,1254541868303618058,1254542046397947904,1254545081438273537,1254681839756853248,1254700382686785536",think coronaviru airbornload pleasdeath today comparisoniniti exhal water droplet inhal transfer viru surviv anyth except copper live threeflu death without without lockdown covid death would least millionpic look like wojackcheck gig fiverr amazon product list imag photo edit
1250220791544705025,drink alcohol protect covid danger,2020-04-15T00:33:59.000Z,312362691,1250220791544705025,0,"1250220527005753344,1250220987238383616,1250221140603047937,1250221275827470336,1250221402822545410",covid viru transmit area hot humid climatabl hold breath second without cough feel discomfort mean free coronaviru diseas covid lungrecov coronaviru diseas covid catch new coronaviru meanexpos sun temperatur higher degre prevent coronaviru diseas covidmobil network spread covid
1242485242046205955,cold weather snow kill new reason believ cold weather kill new coronaviru normal human bodi temperatur remain around regardless extern temperatur,2020-03-24T16:15:40.000Z,902157136708345857,1242485242046205955,0,"1242485281191677952,1242485288745586690,1242485305199874049,1242485308811145216,1242485325336727554,1242485341245673473,1242485345037348865,1242485361864916998,1242485365597827072,1242485381347422208,1242485385063616513,1242485388905574406,1242485404332249091,1242485408170012672,1242485423701520387,1242485439665041408,1242489319232659460,1242489322336423937,1242489338350325760,1242489341546344450,1242489355697971201,1242489358914965507,1242489361368641537,1242489377365692417",elimin virus may hand avoid infect could occur touch eye mouthnew coronaviru respiratori viru spread primarili droplet gener infect person cough sneez droplet saliva dischargprotect clean hand frequent alcohol base hand rub wash soap also avoid close contact anyon coughhand dryer effect kill new coronaviru hand dryer effect kill protect new coronaviru frequent clean hand alcohol base hand rub wash soaphand clean dri thoroughli use paper towel warm airultraviolet disinfect lamp kill new coronaviru uv lamp use steril hand area skin uv radiat caus skineffect thermal scanner detect peopl infect new coronaviru thermal scanner effect detect peopl develop fever higher normal bodi temperatur infect newhowev detect peopl infect yet sick take day peopl infect becom sick developspray alcohol chlorin bodi kill new coronaviru spray alcohol chlorin bodi kill virus alreadi enterspray substanc harm cloth mucou membran eye mouth awar alcohol chlorin use disinfect surfac need use approprivaccin pneumonia protect new coronaviru vaccin pneumonia pneumococc vaccin haemophilu influenza type b hib vaccin provid protect newviru new differ need research tri develop vaccin ncov supportalthough vaccin effect ncov vaccin respiratori ill highli recommend protectregularli rins nose salin help prevent infect new coronaviru evid regularli rins nose salin protect peopl infect newlimit evid regularli rins nose salin help peopl recov quickli common howev regularli rins nose shown prevent respiratorieat garlic help prevent infect new coronaviru garlic healthi food may antimicrobi howev evid current outbreak eat garlic protect peopl newnew coronaviru affect older peopl younger peopl also suscept peopl age infect new coronaviru ncovolder peopl peopl pre exist medic condit asthma diabet heart diseas appear vulner becom sever illadvis peopl age take step protect viru exampl follow good hand hygien good respiratoriantibiot effect prevent treat new coronaviru antibiot work virus new coronaviru ncov viru therefor antibiot use mean preventhowev hospit ncov may receiv antibiot bacteri co infectspecif medicin prevent treat new coronaviru date specif medicin recommend prevent treat new coronaviru ncovhowev infect viru receiv appropri care reliev treat symptom sever ill receiv optim supportspecif treatment investig test clinic help acceler research develop effort rang pl panic peopl fake news real fact thread
1253157289587929089,say covid like flu isamassiveunderstat,2020-04-23T03:02:35.000Z,925934496,1253157289587929089,1,1253173567740506113,sick everi winter
1226224930548834306,vaccin pneumonia protect new coronaviru myth buster get fact right,2020-02-08T19:23:00.000Z,164263382,1226224930548834306,0,1226225880122327040,nyc news
616421546702336000,woah,2015-07-02T01:42:03.000Z,972651,616421546702336000,0,"616422111096123392,616422535589138432,616422679898292224,616424415744540673,616437422721622016",woah viagatchaman birdstylintellig number one grin faceawesom rt woahque linda foto
